SimTime,TTI,ActiveAgents,WaitingReroute,CompletedTrips,DynamicReroutes,BlackZones,RedZones,YellowZones,RouterRPS,SavedDuplicates,RouterLoad,GreenZones,VisitedNodes,RouteCycles,WaitingSpawn,RouteTimeMaxUs,RouteTimeAvgUs,RouterWaitTimeUs
2835,2.9374,200000,18848,111834,15650,0,1605,876,369.5,277221,0.991,50274,126064,93378900.0,45974,180462,23459.2,327770248
2855,2.8453,200000,18783,112831,15691,0,1604,873,369.8,279258,0.9913,50455,129127,105184000.0,46466,197558,20714.2,329869098
2865,2.9252,199987,18775,113334,15739,0,1605,874,370.9,280809,0.9904,50487,111775,82755800.0,46468,220878,25981.7,330550583
2875,3.0319,200000,18752,113835,15769,0,1596,875,393.7,282378,0.9909,50162,119463,90280200.0,46491,191879,21720.9,331710894
2897,2.9666,199898,18786,114914,15799,0,1590,882,418.8,284428,0.9909,50556,124728,99070500.0,46748,186068,25078.6,333701054
2906,3.0178,199930,18795,115320,15833,0,1593,879,382.7,285513,0.992,50584,113958,75621700.0,46990,169273,25476.8,335073767
2916,2.9974,199913,18772,115818,15863,0,1591,884,422.4,286922,0.9911,50491,131068,105246000.0,46944,214105,27314.7,335771779
2928,2.9661,199843,18754,116416,15882,0,1587,886,372.8,287863,0.992,50557,129396,101986000.0,47207,216638,26839.3,337071107
2936,2.9287,199931,18765,116809,15895,0,1582,892,347.4,288650,0.9914,50633,126391,96192100.0,47452,194389,24379.5,337875850
2957,3.0786,199885,18742,117878,15957,0,1591,884,416.9,291467,0.9911,50746,117699,93256500.0,47525,192824,24852.2,339755884
2968,3.1588,199846,18745,118429,15982,0,1589,883,368.9,292561,0.9904,50660,132987,98717400.0,47785,202176,30774.2,340511827
2989,3.0221,199811,18811,119460,16030,0,1588,879,404.1,294753,0.9911,50785,120755,96624500.0,48000,168292,25791.1,342773013
3000,2.9454,200000,18866,119990,16056,0,1584,887,402.8,296327,0.9923,50934,120980,90441800.0,48182,178572,24003.8,344200048
3008,3.0086,199794,18853,120351,16066,0,1585,883,368.0,296636,0.9913,50551,117272,80667800.0,48140,170229,22154.1,344830971
3020,2.9916,199772,18850,120932,16094,0,1586,875,355.1,298048,0.9906,50513,136313,106224000.0,48382,190864,30803.7,345594730
3040,2.9938,200000,18892,121991,16158,0,1577,881,426.5,301023,0.9923,50610,110326,83211000.0,48676,168256,19291,348209119
3050,3.031,199760,18887,122509,16164,0,1574,881,342.3,301177,0.9911,50441,101595,53464200.0,48954,240011,25538.9,348768922
3060,3.0577,200000,18892,123019,16200,0,1565,887,376.9,303220,0.9924,50653,120901,96694500.0,48992,190416,26583.8,350236825
3069,3.1299,199736,18876,123493,16212,0,1563,885,303.3,303527,0.9917,50684,172638,64160700.0,49250,153678,24239.7,350986499
3080,3.0324,200000,18905,124064,16252,0,1554,898,339.1,305087,0.9925,50626,125818,96625800.0,49545,180129,26248.8,352334278
3100,2.9825,200000,18854,125159,16319,0,1542,914,409.9,307900,0.9919,50651,119519,92670800.0,49721,182508,22948.3,354217271
3110,3.1465,200000,18835,125662,16351,0,1538,911,378.6,308987,0.9925,50643,129789,93753300.0,49988,189721,24442.1,355432325
3120,3.0175,200000,18856,126192,16376,0,1540,912,361.6,309761,0.9923,50654,112990,86737400.0,50261,176667,25402.7,356347089
3130,3.0699,200000,18838,126705,16400,0,1533,914,359.7,311337,0.9912,50726,123542,99061400.0,50254,234610,25050.7,356950843
3150,3.0953,200000,18878,127700,16453,0,1537,907,409.3,313683,0.9916,50927,120844,90328800.0,50456,191767,21558.7,359090052
3160,3.1,200000,18858,128210,16473,0,1542,902,420.5,314623,0.9925,50553,123404,93517000.0,50486,176502,27046.1,360402065
3170,3.1484,200000,18870,128734,16502,0,1539,899,374.2,316034,0.9916,50628,115272,85026300.0,50768,185840,21959.8,361071979
3180,3.0396,200000,18894,129245,16525,0,1538,893,342.9,316811,0.9925,50787,105274,81062900.0,51049,158437,19902.7,362386271
3190,3.0685,200000,18895,129781,16569,0,1539,881,397.7,318367,0.9916,50531,114012,84268100.0,51072,183161,25145.3,363056067
3210,3.1509,200000,18901,130792,16629,0,1530,892,432.4,320707,0.9918,50683,122514,99100100.0,51311,174327,25552.7,365142967
3220,3.1213,200000,18904,131306,16653,0,1524,891,380.1,321483,0.9928,50845,137727,100134000.0,51582,232247,25301.7,366501759
3240,2.9747,200000,18891,132317,16696,0,1519,882,384.4,323040,0.9924,50952,142749,110934000.0,52044,194089,25317.3,368342890
3250,3.0982,200000,18889,132794,16733,0,1514,880,384.5,324602,0.9917,50750,120178,93868800.0,51973,210225,26938.1,369064246
3270,3.1318,200000,18873,133864,16796,0,1514,878,422.7,326939,0.9917,50937,112008,85676600.0,52283,170712,22831.7,371088248
3280,3.0725,200000,18878,134358,16815,0,1509,876,437.1,328200,0.9923,50573,116681,89112800.0,52282,199114,23967.6,372301866
3290,3.2732,200000,18871,134861,16847,0,1507,866,390.0,329288,0.9915,50549,107471,77337500.0,52509,202502,22975.2,372979945
3320,3.1996,199971,18879,136442,16932,0,1508,859,401.1,333202,0.9917,50742,119121,84605800.0,52856,168163,23092.2,376074137
3341,3.0186,199945,18909,137537,16981,0,1499,867,431.0,335553,0.9917,51138,119044,85220200.0,53150,177504,23055.7,378039902
3351,3.2833,199956,18940,138046,16991,0,1502,856,392.9,336343,0.9927,51067,122377,93154300.0,53414,253109,24204.8,379440619
3361,3.1362,199951,18949,138576,17030,0,1495,861,432.6,337904,0.9918,51038,113556,91452200.0,53422,215520,24344.3,380100353
3371,3.0335,199907,18928,139082,17048,0,1495,860,400.1,338686,0.9927,51175,113519,93828900.0,53645,216401,25498.8,381420560
3383,3.1507,199836,18901,139727,17077,0,1500,850,389.1,340256,0.9917,51470,112644,88994000.0,53707,194924,23416.7,382025375
3391,3.183,199919,18888,140141,17113,0,1500,841,408.4,341820,0.9919,51448,114122,84875000.0,53758,166606,22230.1,383135758
3413,3.139,199836,18938,141314,17159,0,1492,846,442.6,344014,0.9921,51643,104330,79828400.0,54053,162048,21231.2,385205293
3422,3.0395,199894,18902,141761,17189,0,1483,851,404.7,344944,0.9926,51705,117257,83219500.0,54333,178208,21864.9,386389254
3433,3.1399,199830,18887,142344,17212,0,1482,847,404.0,346520,0.9917,51915,107815,81277100.0,54291,197197,24640.1,387024933
3455,3.2634,199711,18905,143482,17260,0,1484,846,431.1,348712,0.9932,52017,124513,96063300.0,54545,213006,25288.1,389634922
3464,3.3538,199746,18923,143942,17284,0,1476,852,394.9,349648,0.9927,51815,105012,73757100.0,54838,181898,24805.1,390404584
3475,3.1444,199723,18968,144528,17303,0,1482,844,390.4,351069,0.9933,51944,131507,107344000.0,54849,196306,27488.7,391647657
3484,3.2312,199775,18956,145032,17327,0,1480,842,359.2,352005,0.9924,51903,104963,81610400.0,55168,175383,20457.2,392300021
3505,3.2278,199735,19004,146108,17376,0,1482,847,399.9,354355,0.9924,51926,0,0,55455,193362,23421.4,394303559
3515,3.2313,199739,19007,146645,17410,0,1482,849,394.6,355921,0.9929,52141,113512,88461200.0,55477,237848,23425.7,395488802
3524,3.3307,199800,19049,147114,17436,0,1481,845,410.3,357335,0.992,51858,114450,92199100.0,55531,176926,27739.6,396131543
3535,3.199,199745,19058,147687,17448,0,1487,839,378.8,358282,0.9929,52031,137046,114158000.0,55790,202234,23891.2,397511502
3555,3.2854,200000,19189,148744,17527,0,1478,841,452.1,361403,0.992,52114,115235,86482200.0,56166,189593,24532.4,399161297
3565,3.2132,200000,19164,149256,17564,0,1483,831,436.3,362965,0.9929,52440,119533,93756700.0,56174,190320,22381.4,400553375
3575,3.2103,200000,19214,149787,17580,0,1477,838,397.3,363749,0.9921,52057,122050,85590700.0,56460,185176,28845.6,401205013
3585,3.2415,200000,19200,150340,17610,0,1482,833,386.0,365318,0.9928,52240,126317,101527000.0,56557,213310,23914.6,402504434
3595,3.166,200000,19285,150859,17621,0,1484,831,356.8,366106,0.9933,52356,104982,83366100.0,56825,241097,21730,403732694
3615,3.3011,200000,19331,151902,17679,0,1489,819,433.6,368928,0.9929,52617,109960,90157700.0,56890,217697,21222.1,405627824
3625,3.1635,200000,19373,152439,17698,0,1490,814,392.5,370028,0.9934,52413,108435,74543400.0,57199,191499,22898.3,406837183
3635,3.3499,200000,19437,152960,17730,0,1488,820,385.6,371596,0.9924,52743,111647,89123100.0,57237,197544,22408.5,407449934
3645,3.3314,200000,19459,153470,17756,0,1486,819,410.0,373010,0.9928,52533,113119,84884100.0,57276,149200,23123.9,408593290
3655,3.192,200000,19503,153998,17781,0,1479,828,375.2,373944,0.9933,52555,116809,87333800.0,57580,181410,23060.3,409776755
3675,3.2656,200000,19570,155026,17841,0,1477,826,408.1,376283,0.9933,52805,104430,79160800.0,57874,245192,24490.5,411772775
3685,3.2662,200000,19611,155542,17869,0,1475,826,427.6,377855,0.9933,52935,114945,89630000.0,57887,172205,19290.7,412804770
3695,3.1926,200000,19663,156057,17891,0,1471,827,409.6,379433,0.9936,53149,108159,83564200.0,57946,210731,25799.8,413918786
3705,3.3343,200000,19710,156586,17907,0,1467,824,429.9,380697,0.9929,52821,112452,86440500.0,57962,180127,20907.8,414632030
3715,3.1165,200000,19721,157094,17932,0,1465,824,399.5,381792,0.9933,52989,115615,89313400.0,58206,181246,21784,415767734
3725,3.2879,200000,19721,157615,17958,0,1457,831,414.5,383366,0.9936,52847,105311,83017500.0,58288,192828,24953.8,416912715
3745,3.3568,200000,19746,158686,18013,0,1449,840,436.9,385711,0.9937,53144,110329,90131200.0,58627,190715,22952.9,418943849
3755,3.2331,200000,19789,159228,18032,0,1451,834,442.5,386812,0.9935,52935,117916,89191600.0,58699,209021,25505.5,419859213
3765,3.373,200000,19769,159763,18061,0,1450,831,403.8,388062,0.9937,53120,116693,88032900.0,58985,224684,21201.7,420952390
3775,3.3615,200000,19749,160359,18086,0,1451,824,399.0,389477,0.993,53197,103218,85731700.0,59096,243142,26027.4,421655097
3795,3.1273,200000,19835,161422,18128,0,1446,825,389.4,391192,0.9931,53274,115484,83000100.0,59676,174399,19396.8,423677013
3805,3.4167,200000,19852,161961,18158,0,1442,827,409.0,392762,0.9933,52881,103752,77986000.0,59752,185614,25685.9,424738477
3815,3.3533,200000,19884,162460,18184,0,1447,818,392.7,394336,0.9936,52964,112138,90769200.0,59779,181833,20361.2,425897023
3825,3.2276,200000,19904,162987,18222,0,1451,805,425.3,395898,0.9926,52728,104590,79198000.0,59824,184857,23627.7,426457763
3846,3.2166,199951,19935,164087,18257,0,1443,810,432.3,398263,0.9938,53045,123024,98544000.0,60199,238316,23587.8,428989000
3856,3.3857,199935,19948,164607,18279,0,1447,806,409.8,399841,0.9926,53124,109669,81515900.0,60271,258558,23128.3,429459441
3865,3.321,199957,19945,165079,18294,0,1444,802,420.5,400626,0.9932,52858,111660,83280300.0,60317,145301,19828.1,430723163
3887,3.3377,199898,19883,166252,18362,0,1442,799,444.4,403757,0.9928,52931,115876,95017300.0,60651,200894,26681.9,432539908
3897,3.44,199903,19921,166733,18379,0,1436,799,459.4,405020,0.9931,52689,113660,89798800.0,60654,203084,22022.7,433680958
3907,3.1954,199907,19905,167268,18412,0,1437,788,417.6,406107,0.9935,52905,110616,87534700.0,60964,192239,22555.8,434859104
3918,3.2929,199857,19933,167839,18436,0,1435,786,400.3,407683,0.9938,53000,109195,86921500.0,61008,215117,23125.7,435991313
3927,3.1674,199907,19966,168304,18457,0,1438,783,403.9,408942,0.9929,52853,114005,88583900.0,61088,237315,26836.7,436598564
3949,3.2597,199774,19936,169478,18504,0,1432,783,438.2,410814,0.9931,53031,102376,93354300.0,61396,245540,22243.6,438685221
3958,3.2813,199848,19939,169965,18531,0,1431,788,401.8,412386,0.9933,52939,106503,76900000.0,61723,184298,22572.2,439766251
3968,3.3945,199770,19943,170555,18567,0,1434,783,389.2,413950,0.9925,53163,109106,86355500.0,61789,261300,31658,440383825
3978,3.3586,199820,19953,171036,18585,0,1428,779,359.5,414731,0.9931,53049,124641,121219000.0,62099,168367,20725.1,441689678
3990,3.2151,199754,19950,171671,18616,0,1428,771,387.1,416300,0.9938,52813,106688,81292900.0,62192,197186,21803.8,442980673
4000,3.135,199726,19942,172225,18624,0,1427,767,363.5,417092,0.9941,53008,109055,83921500.0,62452,198152,26368.8,444099809
4020,3.2016,200000,19964,173275,18694,0,1417,775,456.3,421022,0.9938,53345,114104,88224700.0,62611,227940,22642.5,446013974
4030,3.0506,200000,20031,173815,18712,0,1418,776,416.3,421804,0.9941,53158,120709,95119400.0,62911,195518,24411.8,447189325
4050,3.3198,200000,20084,174951,18750,0,1416,779,401.8,424325,0.9938,53429,112788,93988400.0,63117,164051,21825.8,449209650
4060,3.3962,200000,20082,175508,18777,0,1413,779,377.3,425736,0.993,53230,122179,90380100.0,63410,210316,24963.1,449863546
4070,3.2325,200000,20091,176077,18793,0,1410,776,337.9,426520,0.9938,53410,108242,95596100.0,63729,201453,26080.5,451200735
4090,3.3935,200000,20085,177189,18833,0,1408,777,404.9,429360,0.9935,53350,104112,92190500.0,63855,271294,29695.3,453108434
4100,3.1982,200000,20084,177728,18859,0,1408,779,360.4,430454,0.9931,53279,133436,106422000.0,64157,250128,23651.6,453912572
4110,3.3142,200000,20098,178256,18883,0,1403,780,345.0,431230,0.9935,53138,106528,92257100.0,64421,192886,21316.7,455110660
4131,3.3822,199941,20074,179336,18935,0,1403,780,419.6,434377,0.9933,53348,116749,95437800.0,64465,173243,24538.8,457000553
4141,3.2606,199933,20055,179876,18955,0,1402,782,417.6,435637,0.9936,53126,114567,88943700.0,64534,194884,25515.6,458177617
4151,3.2093,199941,20031,180377,18981,0,1402,778,372.4,436731,0.9941,53347,122906,111285000.0,64810,212308,23555,459412079
4161,3.1671,199933,20054,180899,19001,0,1403,773,401.3,437991,0.9934,53011,110555,87422500.0,64834,183435,23969.9,460063614
4172,3.1651,199907,20065,181435,19023,0,1408,768,370.9,439089,0.9938,52999,111792,84420800.0,65083,188208,23060.5,461275059
4192,3.2591,199880,20090,182449,19053,0,1408,767,444.1,441939,0.9933,53373,102345,82417700.0,65089,185392,20058,463039374
4203,3.3816,199834,20099,183030,19082,0,1403,768,407.9,443029,0.994,53225,105942,76691100.0,65351,154541,20640.9,464339158
4213,3.6148,199837,20123,183576,19104,0,1408,761,432.7,444606,0.9941,53421,110373,81489300.0,65372,216947,22021.7,465416292
4221,3.3995,199894,20165,184043,19134,0,1410,760,455.7,446176,0.9934,53472,110728,90927000.0,65402,194529,24407.7,466044851
4233,3.3261,199876,20217,184569,19147,0,1408,759,411.5,446963,0.9941,53317,109173,92128900.0,65673,218085,24499.3,467394370
4243,3.4446,199792,20298,185095,19172,0,1409,761,400.7,448378,0.9934,53550,113201,99393700.0,65668,200701,26272.6,468084512
4252,3.3338,199849,20305,185569,19188,0,1407,764,370.0,449322,0.9936,53401,110143,84795900.0,65955,189274,21024,469146304
4275,3.318,200000,20407,186722,19242,0,1403,763,473.4,452948,0.9943,53776,106248,89886200.0,66018,226193,21600.8,471560045
4284,3.3435,199808,20405,187155,19255,0,1404,764,422.4,453895,0.9934,53429,99564.9,76147400.0,66031,216627,24328.6,472109025
4295,3.3299,200000,20462,187708,19283,0,1399,771,415.2,455307,0.9944,53497,118962,103487000.0,66254,241686,26234.6,473591654
4315,3.3238,200000,20507,188811,19341,0,1394,770,412.4,457169,0.9933,53322,112493,84386200.0,66820,192250,23036.5,475095162
4325,3.3685,200000,20502,189283,19369,0,1398,769,378.8,458741,0.9934,53087,105471,79582700.0,66774,179103,23120.1,476277331
4335,3.436,200000,20499,189782,19385,0,1393,776,349.5,459525,0.9943,53230,127463,104441000.0,67013,171038,22583.1,477715966
4356,3.2961,199945,20506,190862,19436,0,1384,787,404.3,461874,0.9941,53300,102508,98418300.0,67253,175077,21056.5,479725761
4365,3.0144,199956,20546,191318,19459,0,1385,794,422.0,463451,0.9933,53148,114338,88995400.0,67254,202220,27024.2,480361149
4376,3.4076,199895,20530,191889,19480,0,1389,785,397.3,464230,0.9943,53111,112255,95213100.0,67479,202716,23160.2,481847307
4386,3.2986,199915,20529,192397,19500,0,1386,780,437.7,465490,0.9938,53126,104912,94392300.0,67445,238867,24831.5,482571550
4396,3.3209,199952,20502,192921,19522,0,1380,788,405.2,466587,0.9944,53286,115193,96666300.0,67717,230286,24412.8,483861461
4408,3.5536,199826,20524,193566,19547,0,1382,782,396.3,468001,0.9936,53236,102822,86767200.0,67730,215550,22898.3,484496930
4417,3.3078,199907,20572,194010,19575,0,1375,779,370.2,468933,0.994,53275,105182,78109900.0,68019,172932,21873.2,485677822
4439,3.2139,199803,20600,195147,19630,0,1367,783,450.1,472078,0.9935,53634,91993.5,73174100.0,68007,173546,22066.4,487417309
4448,3.2803,199771,20611,195640,19648,0,1363,782,411.8,472860,0.9943,53192,107978,87136300.0,68255,199333,21493.7,488817467
4459,3.4793,199749,20590,196279,19686,0,1361,784,405.7,474422,0.9934,53519,111650,91535800.0,68323,183917,25161.3,489408472
4468,3.4722,199869,20621,196651,19691,0,1355,783,412.7,475537,0.9937,53355,104912,81189800.0,68310,177838,19609.9,490551979
4489,3.3269,199819,20641,197713,19741,0,1348,787,446.8,478047,0.9938,53543,103680,84464700.0,68550,176775,21127.8,492588499
4500,3.2993,200000,20704,198309,19786,0,1350,784,434.2,479922,0.9945,53880,112754,87298400.0,68808,183359,24238.3,493921400
4517,3.2741,199856,20664,199153,19817,0,1347,782,417.2,481491,0.9941,53702,104686,81579600.0,69004,212618,21019.6,495734652
4530,3.3767,200000,20743,199825,19851,0,1343,782,451.5,483537,0.9945,53818,104208,83696100.0,69033,182839,24300.7,496945055
4539,3.3025,199751,20679,200300,19863,0,1340,784,363.3,483845,0.9939,53742,98733.1,52726300.0,69296,187607,20224.2,497649046
4560,3.2782,200000,20736,201378,19918,0,1341,774,441.9,486990,0.9947,53666,114435,92443100.0,69586,194732,24068.2,500103481
4570,3.1568,200000,20759,201867,19947,0,1339,772,455.3,488561,0.994,53610,107858,85891600.0,69550,250055,22658.4,500763692
4580,3.3405,200000,20808,202374,19967,0,1338,771,434.3,489341,0.9945,53684,108652,91826400.0,69580,202084,23915.9,502100141
4590,3.2774,200000,20801,202862,19987,0,1342,768,390.3,490920,0.9939,54004,123881,95426700.0,69780,192424,23213.7,502795266
4600,3.1901,200000,20831,203400,20003,0,1333,773,413.8,492024,0.9944,53867,101166,84561600.0,69803,207241,23703,504052601
4610,3.3129,200000,20811,203908,20037,0,1331,767,388.8,493270,0.9945,54016,101359,81546600.0,70044,233666,19711.8,505103330
4630,3.4228,200000,20906,204933,20066,0,1322,775,417.6,495641,0.9945,54221,123990,106898000.0,70322,187236,23033.7,507095801
4640,3.1931,200000,20889,205416,20092,0,1322,773,441.2,497215,0.9945,54235,103477,78916000.0,70307,180729,19171.1,508140023
4650,3.5533,200000,20885,205946,20118,0,1323,771,443.6,498789,0.9947,54359,97998.8,76275600.0,70317,186361,20231.4,509245533
4660,3.3805,200000,20918,206413,20136,0,1324,765,436.0,500369,0.9941,54740,101017,86910900.0,70250,222043,24158,509927998
4670,3.5369,200000,20942,206896,20154,0,1325,764,408.1,501151,0.9946,54995,110813,89892700.0,70454,206915,21265.9,511174706
4690,3.1361,200000,21041,207895,20193,0,1324,757,481.6,503832,0.9944,55019,97242.5,81886600.0,70413,256817,20565.3,513041692
4700,3.1868,200000,21010,208386,20216,0,1319,757,438.9,505088,0.9946,54911,98046.7,74076400.0,70646,188495,20929.2,514147106
4710,3.6018,200000,21008,208919,20242,0,1318,752,422.8,506662,0.9939,55251,102272,83081800.0,70649,210336,24853.8,514811738
4720,3.474,200000,21034,209404,20254,0,1318,750,442.3,508250,0.9941,54988,109417,82834200.0,70622,226781,21733.5,515917986
4740,2.9871,200000,21092,210377,20288,1,1320,740,468.0,510136,0.9946,55070,112189,94174000.0,70814,237570,24375.4,518158836
4750,3.3761,200000,21083,210844,20317,1,1323,732,413.7,511387,0.9949,55340,112071,80742900.0,71015,229563,23869.3,519319339
4760,3.2771,200000,21084,211308,20344,1,1324,729,434.1,512640,0.9943,55195,111250,84192900.0,70960,154486,19759.1,519992267
4780,3.4048,199998,21082,212275,20400,1,1323,726,466.3,515303,0.9941,55274,105010,83736800.0,71125,209832,23652.4,521926169
